v_tri_state_onsite_releases.ST,v_tri_state_onsite_releases.YEAR,v_tri_state_onsite_releases.ON_SITE_AIR,v_tri_state_onsite_releases.ON_SITE_WATER,v_tri_state_onsite_releases.ON_SITE_LAND,v_tri_state_onsite_releases.ON_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.DATA_SET,
"CO","2018","2106246.8443569302505040775","768096.4184111902235","7327912.21","22917054.511457841019","1595604.5432844975","24514335.558153938519","INFO"
"CO","2017","2356915.671589937396911185","1422000.4563373048325","8024642.9874","26962360.2403268979895","5163489.0375409685","32127570.6422933664895","INFO"
"CO","2016","2519817.03399351514156172","923257.015028152279","7668744.601","24719374.307658175663","7976529.612074067","32697445.494103642663","INFO"
"CO","2015","2207257.8273984807076414025","1157906.926008693711","7015020.005","21790596.3759208513715","6231071.0275150465","28023154.3586952978715","INFO"
"CO","2014","2282647.340712871910912365","1523037.391097084386","8506108.34","23939086.481690599539","5921323.1962511895","29860684.621424789039","INFO"
"CO","2013","2228278.572508858908003615","1180879.737093338532","8120367.05","22480411.783024441935","5262580.9232135525","27742992.706237994435","INFO"
"CO","2012","2342927.1048644071405546","849619.5270906812865","8599375.99","23628002.9487930194065","4888873.237291997","28516876.1860850164065","INFO"
"CO","2011","2484497.83646437498746542","1310011.6680903245175","7783989.2","21781161.5391155070415","4637804.795043085","26418966.3341585920415","INFO"
"CO","2010","2489672.778455327647963715","720881.0100874849185","8846963.4868355","18749923.7068651835415","4406825.00254915","23156748.7094143335415","INFO"
"CO","2009","2302234.9766172449107812375","1568743.57377175","7169549.38","17133965.8971702333475","3028269.805133137","20162235.7023033703475","INFO"
"CO","2008","2880268.9202741700926954025","2645777.45577175","6342076.38013","18221038.0335608464605","4455814.993854204","22676853.0274150504605","INFO"
"CO","2007","2908690.4616323854080425","3357388.63524255","5952281.38","19125870.8993962185","5388918.004271844","24514788.9036680625","INFO"
"CO","2006","2953322.7952924197576475","3298396.87324255","5652454.21","18495784.9204902995","6364703.4433683575","24860488.363858657","INFO"
"CO","2005","2981620.33029385751067","3754570.676244755","5839497.54","19111076.788601529","7624915.7327697765","26735992.5213713055","INFO"
