v_tri_state_onsite_releases.ST,v_tri_state_onsite_releases.YEAR,v_tri_state_onsite_releases.ON_SITE_AIR,v_tri_state_onsite_releases.ON_SITE_WATER,v_tri_state_onsite_releases.ON_SITE_LAND,v_tri_state_onsite_releases.ON_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.DATA_SET,
"NY","2018","5129605.7849012097372702875","4071480.354409653729","3641244.961792224","14980299.9659245557445","6227413.628626490245","21228271.5541028459895","INFO"
"NY","2017","4482571.1700900800758356475","5063828.264056943585","7857873.7216821945","17669020.363773913703","4343277.929587938065","22028461.285592951768","INFO"
"NY","2016","4862900.3376217601543598025","5976456.10575367824","4616292.8117456985","15809234.160270707387","4885726.15662035843","20714864.709712065817","INFO"
"NY","2015","5527221.319032021457667275","5997009.471027463135","8077575.99274150737","19815661.6423520893125","5749364.719199329485","25587572.6367109187975","INFO"
"NY","2014","6654224.39988790187646726","6526711.12576426945","4409494.6331692921435","17829063.833397532918","4632562.811452738475","22478844.477842771393","INFO"
"NY","2013","6626808.7817430509333294925","5982724.114536108","600243.521718701515","13458879.5650487906735","3614723.810419862092","17073603.3754686527655","INFO"
"NY","2012","6846225.982126456670894525","5345879.125729008","1520438.1909092077155","13918246.3553484644205","4184582.72481907652","18102829.0801675409405","INFO"
"NY","2011","7762776.67383560962101102","4991272.498712491","881762.4045927945","13876166.723017416344","5372203.222319294355","19248369.945336710699","INFO"
"NY","2010","8422932.083878858016883205","6212282.190718992335","1260927.9503353805","16138979.811822141036","5779267.6163500792455","21918247.4281722202815","INFO"
"NY","2009","8918886.93049980763320648","7687935.48801208088","1385363.5750179185","18178588.625498672036","4022631.8188882178455","22201220.4443868898815","INFO"
"NY","2008","11590231.26238143957527402","7034351.2852063615","1982323.14414194","24849751.559704700944","6645804.3383094799835","31495555.8980141809275","INFO"
"NY","2007","14875961.259320347777720575","6392023.206566467","2818502.280215208","28605033.359277912515","6335128.6738982085","34940162.033176121015","INFO"
"NY","2006","16007230.5661044740855298125","8166288.6575514925","3267248.39017199","29228039.4743650049625","5977253.5123996735","35205292.9867646784625","INFO"
"NY","2005","19774939.50189688237277193","9856079.281253062","3046472.8900810395","32986880.620285691646","9172328.16250031","42159208.782786001646","INFO"
