v_tri_state_onsite_releases.ST,v_tri_state_onsite_releases.YEAR,v_tri_state_onsite_releases.ON_SITE_AIR,v_tri_state_onsite_releases.ON_SITE_WATER,v_tri_state_onsite_releases.ON_SITE_LAND,v_tri_state_onsite_releases.ON_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.DATA_SET,
"NJ","2018","2136010.5522646007409169225","3740529.254","3579","6021140.0099303054045","6520824.528427095913","12542574.7336666013175","INFO"
"NJ","2017","1770119.327217334871339075","3637624.64287","6496.46","5566135.604356753215","6876729.322729055","12444198.173123358215","INFO"
"NJ","2016","1850794.2297598220143610425","4130665.8582","8111.8","6132694.2019066620685","5978223.043969301","12112526.7512688480685","INFO"
"NJ","2015","2015841.2316690036875839425","5090272.232494","4037.4","7230739.4883730594485","46912660.6191119434505","54144796.903560072899","INFO"
"NJ","2014","2125398.4490148094791127","5394472.916","14211.2","7755455.14931798894","4685075.972417612","12442362.24842571594","INFO"
"NJ","2013","2129390.368967906782542725","5411106.39329","31785.6","7727112.617482380745","3413533.4429442365","11140646.060426617245","INFO"
"NJ","2012","2174206.700483350288869375","6191397.691","80110.8","8583289.446483768875","4487766.8215893935","13071056.268073162375","INFO"
"NJ","2011","2249740.6939544099933469275","8694567.29","103984.4","11184712.7935940205655","3034731.818883227145","14219444.6124772477105","INFO"
"NJ","2010","4078817.8121662813450469225","8492698.68","271754.2","13123663.8896221914045","3549724.640953777525","16673388.5305759689295","INFO"
"NJ","2009","4334988.3254715682921542725","6004109.994","136991.76","10722110.0735177780745","2524405.19943186404","13246515.2729496421145","INFO"
"NJ","2008","6187526.3421363343876635","9377555.722","124838","15973197.8177731647","2550131.273281025","18523329.0910541897","INFO"
"NJ","2007","9014081.4510927754310425","7668893.901","145396.260343539","17127971.1903906075","3518344.196665","20646315.3870556075","INFO"
"NJ","2006","11442625.054888608618218","6323347.4760002205","141951.0809496053","18185910.0228848454","3680369.2136618","21866279.2365466454","INFO"
"NJ","2005","13374207.48844518388044875","6444282.0301465195","144821.53022519665","20177861.7374996159","3693797.4020022065","23871659.1395018224","INFO"
