v_tri_state_onsite_releases.ST,v_tri_state_onsite_releases.YEAR,v_tri_state_onsite_releases.ON_SITE_AIR,v_tri_state_onsite_releases.ON_SITE_WATER,v_tri_state_onsite_releases.ON_SITE_LAND,v_tri_state_onsite_releases.ON_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.DATA_SET,
"WV","2018","12602037.4599978181263169825","2245799.178331294","5084976.922","23007027.5375775093365","7819246.609035047","30827013.6310125563365","INFO"
"WV","2017","12230272.47835579578145057","1766788.117965735","5749921.504","22724208.546030909354","7527411.090709565","30257258.165260474354","INFO"
"WV","2016","13161259.8500743287802312875","1634345.7272431335","6494482.183","24585783.4912598984575","7651111.729548281395","32243005.9089481798525","INFO"
"WV","2015","14902662.45347001270203913","1692742.463461305","6498211.121","25567326.049378758986","6088573.6992964005","31658660.909900159486","INFO"
"WV","2014","18232830.35617146106133166","2043250.2329918035","6970525.502","30621918.303332390952","6175954.407707734","36801470.865265124952","INFO"
"WV","2013","17380530.21075164926745122","2743708.1625474945","5835342.66","29976356.174670659784","8172896.6612884335","38149252.835959093284","INFO"
"WV","2012","18343741.8126699718504619","2245878.3146762665","6090235.903","30215782.73591275968","10770820.2061885505","40986602.94210131018","INFO"
"WV","2011","20174359.9002605572222236475","2045202.4839878655","7359921.216","33281024.1974704524495","7838189.370459169","41119213.5679296214495","INFO"
"WV","2010","23887526.450955059596434225","2103727.5870647325","7291445.928","37325993.345889819545","9335139.739163699","46661133.085053518545","INFO"
"WV","2009","26796258.7257488232153490475","1501073.138813319","6299715.395","37547719.2915648638295","5287366.257553891","42835085.5491187548295","INFO"
"WV","2008","46830175.3240613969634890475","1972131.8323322865","7661024.89","60817692.2134074393295","7399507.260593304984","68217199.4740007443135","INFO"
"WV","2007","56067240.81650160571968455","2924498.747116727","8363360.6312","71665697.94903045951","16943683.660824795","88609381.60985525451","INFO"
"WV","2006","69580037.6452124073473087","3341578.112242927","8633224.06","85530586.67257322714","16882112.259511207","102412698.93208443414","INFO"
"WV","2005","70805883.06345460620271591","4382655.546319927","8737760.757","87661106.049675737302","10091639.3943846275","97752745.444060364802","INFO"
