v_tri_state_onsite_releases.ST,v_tri_state_onsite_releases.YEAR,v_tri_state_onsite_releases.ON_SITE_AIR,v_tri_state_onsite_releases.ON_SITE_WATER,v_tri_state_onsite_releases.ON_SITE_LAND,v_tri_state_onsite_releases.ON_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.DATA_SET,
"NC","2018","22420563.5276929329283166225","7878936.600942930445","5824428.651641840939","39968480.0607108071285","15279555.74845189365","55262587.0018032007785","INFO"
"NC","2017","22727764.2811618962645062375","7241877.95873943867","5707629.52393369982","39454627.9717308668375","13101808.1952610833","52570513.8744917501375","INFO"
"NC","2016","21813687.385222210866922685","7988980.36236019895","5849545.9396757540865","39198634.1448769466435","16923781.89314135115","56124013.8798089977935","INFO"
"NC","2015","22576399.1731118297220476875","8429063.71222439865","6064781.8082810394045","40643868.576898611092","24116402.206564004335","64766833.005646115427","INFO"
"NC","2014","22955655.607782701253564545","8643310.6736236496165","6869616.853291558509","42902448.6884603890755","19726724.261874173505","62631239.9255741625805","INFO"
"NC","2013","24740136.5471782612238891975","7291788.5556579075015","5764611.5815349060125","42289496.533514308287","11826719.37475216692","54116215.908266475207","INFO"
"NC","2012","26776617.322612684758665215","8806647.141093622585","4109030.461860965757","47082051.098824046505","10502258.941923886047","57584310.040747932552","INFO"
"NC","2011","28356379.0164929904966019825","9305693.7028639942515","7401185.732037530691","51190020.772120724429","8948033.152740410642","60138053.924861135071","INFO"
"NC","2010","34843811.48174656184325147","9170422.4943038602895","8311704.07322895885","60021269.9832964484735","6936638.189831427736","66957908.1731278762095","INFO"
"NC","2009","34345470.501146351686942935","11512196.3128495982895","4869011.4342938827155","57202096.535692719925","6562857.072611000065","63764953.60830371999","INFO"
"NC","2008","57382016.5630196878596220325","13068666.142112560127","3069528.778502287724","86135476.463575127763","8369373.3034866345815","94504849.7670617623445","INFO"
"NC","2007","83223923.46653020621350225","12095171.1624132355","2549298.0820346417","109853338.606501698","19208906.0140455299255","129062244.6205472279255","INFO"
"NC","2006","96361085.18687559855307225","10127981.6714671175","1592705.2619845125","119963704.2168630491","17361488.9457043188285","137325193.1625673679285","INFO"
"NC","2005","105543295.3736322339282781075","8227356.6151189885","2597151.07874216015","127302985.4646652082115","13354601.74951151165","140657587.2141767198615","INFO"
